TEMP_PLAYER_ID,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS
,12189,Matt,Haryasz,Matt Haryasz,PF-C,27.5,31.5,11.34,,3.46,10
,12190,Eric,Hicks,Eric Hicks,PF,30.0,34.0,12.06,,3.34,20
,12191,Tedric,Hill,Tedric Hill,SF-PF,30.0,36.5,12.23,,3.24,1
,200812,Daniel,Horton,Daniel Horton,PG-SG,30.0,36.5,10.35,,3.16,17
,200784,Bobby,Jones,Bobby Jones,SF-SG,28.5,34.5,11.23,,3.28,15
,200780,Solomon,Jones,Solomon Jones,PF-C,32.0,39.0,11.27,,3.3,6
,12192,Viktor,Keyru,Viktor Keyru,SG-PG,29.0,34.5,11.4,,3.24,11
,12193,Marco,Killingsworth,Marco Killingsworth,PF,28.0,32.0,11.42,,3.34,13
,200814,Tarence,Kinsey,Tarence Kinsey,SF-SG,29.0,35.5,10.67,,3.3,5
,12194,Carl,Krauser,Carl Krauser,PG,26.0,31.0,11.62,,3.38,8
,200840,Chris,McCray,Chris McCray,SG,30.5,39.0,11.46,,3.34,1
,201019,Gerry,McNamara,Gerry McNamara,PG-SG,27.0,32.0,11.28,,3.4,3
,200822,Pops,Mensah-Bonsu,Pops Mensah-Bonsu,PF-C,31.5,36.0,11.47,,3.29,19
,200859,Paul,Miller,Paul Miller,PF-C,29.0,35.5,12.25,,3.66,25
,200794,Paul,Millsap,Paul Millsap,PF,28.5,32.5,11.67,,3.3,15
,201383,Dwayne,Mitchell,Dwayne Mitchell,SG-SF,37.5,41.5,11.45,,3.16,17
,200747,Adam,Morrison,Adam Morrison,SF,25.5,30.5,11.46,,3.37,11
,12195,Yemi,Nicholson,Yemi Nicholson,PF-C,26.5,26.0,12.57,,3.65,8
,200786,David,Noel,David Noel,SF-SG,34.5,38.5,10.54,,3.07,20
,200779,Steve,Novak,Steve Novak,SF,24.5,31.0,11.11,,3.37,5
,200753,Patrick,O'Bryant,Patrick O'Bryant,C,26.5,30.0,12.68,,3.63,13
,12196,Danilo,Pinnock,Danilo Pinnock,PG-SG,29.5,35.5,11.91,,3.08,7
,200809,Chris,Quinn,Chris Quinn,PG-SG,32.0,37.0,11.25,,3.25,7
,200810,Allan,Ray,Allan Ray,SG,28.5,35.5,11.01,,3.2,9
,200755,JJ,Redick,JJ Redick,SG,27.5,33.0,10.94,,3.29,6
,201015,Antywane,Robinson,Antywane Robinson,SF-PF,29.0,32.5,11.73,,3.4,12
,200750,Brandon,Roy,Brandon Roy,SG-SF,34.0,40.5,11.13,,3.27,6
,-1,Blake,Schilb,Blake Schilb,PG-SG,28.5,34.5,11.25,,3.43,13
,200754,Mouhamed,Sene,Mouhamed Sene,C,28.5,31.0,12.52,,3.38,7
,200759,Cedric,Simmons,Cedric Simmons,PF-C,30.5,35.0,11.05,,3.31,15
,201201,Marcus,Slaughter,Marcus Slaughter,PF-SF,30.0,34.0,11.56,,3.4,9
,200783,Craig,Smith,Craig Smith,PF,30.0,29.5,11.59,,3.4,
,200848,Steven,Smith,Steven Smith,SF-PF,29.5,34.5,12.08,,3.4,15
,23033,Michael,Southhall,Michael Southhall,C,31.5,37.0,12.29,,3.51,2
,12199,Frans,Steyn,Frans Steyn,C,28.5,29.5,11.67,,3.38,
,201028,Curtis,Stinson,Curtis Stinson,SG,28.0,31.5,10.95,,3.27,17
,200748,Tyrus,Thomas,Tyrus Thomas,PF-SF,34.0,39.5,11.36,,3.2,8
,12200,Joah,Tucker,Joah Tucker,SF-SG,29.0,34.0,11.58,,3.31,19
,12201,Ian,Vouyoukas,Ian Vouyoukas,C-PF,23.0,28.0,13.7,,3.72,8
,200827,Darius,Washington,Darius Washington,PG,29.0,37.5,10.71,,3.26,9
,201228,CJ,Watson,CJ Watson,PG,31.5,34.0,11.61,,3.15,12
,12203,Eric,Williams,Eric Williams,C-PF,28.5,29.0,11.71,,3.56,17
,200818,Justin,Williams,Justin Williams,C-PF,26.5,31.5,11.9,,3.31,7
,200766,Marcus,Williams,Marcus Williams,PG,24.5,28.0,11.3,,3.4,4
,200761,Shawne,Williams,Shawne Williams,SF-PF,32.0,31.0,10.69,,3.3,
,200749,Shelden,Williams,Shelden Williams,PF-C,29.0,33.5,11.53,,3.59,25
,202124,Curtis,Withers,Curtis Withers,PF-SF,35.0,36.5,11.54,,3.1,14
